index,Site EPA ID,Site Name,City,County,State,Zip Code,EPA Region,Date Type,Date,Site Score,Federal Facility Indicator,EPA ID,NPL Status,Superfund Alternative Approach Agreement?,Site URL
143,COD081961518,Eagle Mine,"Minturn, Redcliff",EAGLE,Colorado,81645,8,Listing Date,6/10/1986,47.19,No,COD081961518,Final,No,www.epa.gov/superfund/eagle-mine
144,COD042167858,Lincoln Park,Canon City,FREMONT,Colorado,81212,8,Listing Date,9/21/1984,31.31,No,COD042167858,Final,No,www.epa.gov/superfund/lincoln-park
145,COD980499248,Lowry Landfill,Arapahoe County,ARAPAHOE,Colorado,80018,8,Listing Date,9/21/1984,48.36,No,COD980499248,Final,No,www.epa.gov/superfund/lowry-landfill
146,COD980499255,Marshall Landfill,Boulder County,BOULDER,Colorado,80303,8,Listing Date,9/8/1983,,No,COD980499255,Final,No,www.epa.gov/superfund/marshall-landfill
147,CON000802630,Nelson Tunnel/Commodore Waste Rock,Creede,MINERAL,Colorado,81130,8,Listing Date,9/3/2008,48.03,No,CON000802630,Final,No,www.epa.gov/superfund/nelson-tunnel
148,CO7890010526,Rocky Flats Plant (USDOE),Golden,JEFFERSON,Colorado,80402,8,Listing Date,10/4/1989,64.32,Yes,CO7890010526,Final,No,www.epa.gov/superfund/rocky-flats
149,CO5210020769,Rocky Mountain Arsenal (USARMY),Adams County,ADAMS,Colorado,80022,8,Listing Date,7/22/1987,58.15,Yes,CO5210020769,Final,No,www.epa.gov/superfund/rocky-mountain-arsenal
150,CO0002378230,Standard Mine,Gunnison National Forest,GUNNISON,Colorado,81224,8,Listing Date,9/14/2005,50.0,No,CO0002378230,Final,No,www.epa.gov/superfund/standard-mine
151,COD983778432,Summitville Mine,Rio Grande County,RIO GRANDE,Colorado,81132,8,Listing Date,5/31/1994,50.0,No,COD983778432,Final,No,www.epa.gov/superfund/summitville
152,COD007063274,Uravan Uranium Project (Union Carbide Corp.),Uravan,MONTROSE,Colorado,81436,8,Listing Date,6/10/1986,43.53,No,COD007063274,Final,No,www.epa.gov/superfund/uravan-uranium
153,CO0002259588,Vasquez Boulevard and I-70,Denver,DENVER,Colorado,80216,8,Listing Date,7/22/1999,50.0,No,CO0002259588,Final,No,www.epa.gov/superfund/vb-i70
154,CTD980732333,Barkhamsted-New Hartford Landfill,Barkhamsted,LITCHFIELD,Connecticut,06063,1,Listing Date,10/4/1989,38.05,No,CTD980732333,Final,No,www.epa.gov/superfund/barkhamsted
155,CTD072122062,Beacon Heights Landfill,Beacon Falls,NEW HAVEN,Connecticut,06403,1,Listing Date,9/8/1983,46.77,No,CTD072122062,Final,No,www.epa.gov/superfund/beacon
156,CTD001452093,Durham Meadows,Durham,MIDDLESEX,Connecticut,06422,1,Listing Date,10/4/1989,33.94,No,CTD001452093,Final,No,www.epa.gov/superfund/durham
157,CTD108960972,Gallup's Quarry,Plainfield,WINDHAM,Connecticut,06374,1,Listing Date,10/4/1989,46.29,No,CTD108960972,Final,No,www.epa.gov/superfund/gallup
158,CTD980670814,Kellogg-Deering Well Field,Norwalk,FAIRFIELD,Connecticut,06856,1,Listing Date,9/21/1984,39.92,No,CTD980670814,Final,No,www.epa.gov/superfund/kellogg
159,CTD980521165,"Laurel Park, Inc.",Naugatuck Borough,NEW HAVEN,Connecticut,06770,1,Listing Date,9/8/1983,,No,CTD980521165,Final,No,www.epa.gov/superfund/laurelpark
160,CTD001153923,Linemaster Switch Corp.,Woodstock,WINDHAM,Connecticut,06281,1,Listing Date,2/21/1990,33.71,No,CTD001153923,Final,No,www.epa.gov/superfund/linemaster
161,CTD980906515,New London Submarine Base,New London,NEW LONDON,Connecticut,06349,1,Listing Date,8/30/1990,36.53,Yes,CTD980906515,Final,No,www.epa.gov/superfund/newlondon
162,CTD051316313,Precision Plating Corp.,Vernon,TOLLAND,Connecticut,06066-4413,1,Listing Date,10/4/1989,49.1,No,CTD051316313,Final,No,www.epa.gov/superfund/precision
163,CTD001186618,"Raymark Industries, Inc.",Stratford,FAIRFIELD,Connecticut,06497,1,Listing Date,4/25/1995,,No,CTD001186618,Final,No,www.epa.gov/superfund/raymark
164,CT0002265551,Scovill Industrial Landfill,Waterbury,NEW HAVEN,Connecticut,06705,1,Listing Date,7/27/2000,50.0,No,CT0002265551,Final,No,www.epa.gov/superfund/scovill
165,CTD009717604,Solvents Recovery Service of New England,Southington,HARTFORD,Connecticut,06489,1,Listing Date,9/8/1983,44.93,No,CTD009717604,Final,No,www.epa.gov/superfund/srs
166,CTD009774969,Yaworski Waste Lagoon,Canterbury,WINDHAM,Connecticut,06331,1,Listing Date,9/8/1983,36.72,No,CTD009774969,Final,No,www.epa.gov/superfund/yaworski
167,DED980494496,Army Creek Landfill,New Castle County,NEW CASTLE,Delaware,19720,3,Listing Date,9/8/1983,69.92,No,DED980494496,Final,No,www.epa.gov/superfund/armycreek
168,DED980714141,"Chem-Solv, Inc.",Cheswold,KENT,Delaware,19901-4264,3,Listing Date,8/30/1990,37.93,No,DED980714141,Final,No,www.epa.gov/superfund/chemsolv
169,DED980551667,Delaware City PVC Plant,Delaware City,NEW CASTLE,Delaware,19720,3,Listing Date,9/8/1983,30.55,No,DED980551667,Final,No,www.epa.gov/superfund/delawarecitypvc
170,DED000605972,Delaware Sand & Gravel Landfill,New Castle County,NEW CASTLE,Delaware,19720,3,Listing Date,9/8/1983,46.6,No,DED000605972,Final,No,www.epa.gov/superfund/delawaresandgravel
171,DE8570024010,Dover Air Force Base,Dover,KENT,Delaware,19901,3,Listing Date,3/13/1989,35.89,Yes,DE8570024010,Final,No,www.epa.gov/superfund/doverairforcebase
172,DED980693550,Dover Gas Light Co.,Dover,KENT,Delaware,19904,3,Listing Date,10/4/1989,35.57,No,DED980693550,Final,No,www.epa.gov/superfund/dovergaslight
173,DED980555122,"E.I. du Pont de Nemours & Co., Inc. (Newport Pigment Plant Landfill)",Newport,NEW CASTLE,Delaware,19804,3,Listing Date,2/21/1990,51.91,No,DED980555122,Final,No,www.epa.gov/superfund/eidupont-newport
174,DED980830954,Halby Chemical Co.,New Castle,NEW CASTLE,Delaware,19720,3,Listing Date,6/10/1986,30.9,No,DED980830954,Final,No,www.epa.gov/superfund/halby
175,DED980713093,"Harvey & Knott Drum, Inc.",Kirkwood,NEW CASTLE,Delaware,19708,3,Listing Date,9/8/1983,30.77,No,DED980713093,Final,No,www.epa.gov/superfund/harveyknott
176,DEN000303920,Hockessin Groundwater,Hockessin,NEW CASTLE,Delaware,19707,3,Listing Date,5/17/2018,50.0,No,DEN000303920,Final,No,www.epa.gov/superfund/hockessingroundwater
177,DED980552244,"Koppers Co., Inc. (Newport Plant)",Newport,NEW CASTLE,Delaware,19804,3,Listing Date,8/30/1990,33.56,No,DED980552244,Final,No,www.epa.gov/superfund/koppers-newport
178,DED043958388,NCR Corp. (Millsboro Plant),Millsboro,SUSSEX,Delaware,19966,3,Listing Date,7/22/1987,38.21,No,DED043958388,Final,No,www.epa.gov/superfund/ncrcorp
179,DEN000306877,Newark South Ground Water Plume,Newark,NEW CASTLE,Delaware,19713,3,Listing Date,1/18/2018,50.0,No,DEN000306877,Final,No,www.epa.gov/superfund/newarksouthgroundwater
180,DED041212473,"Standard Chlorine of Delaware, Inc.",Delaware City,NEW CASTLE,Delaware,19720,3,Listing Date,7/22/1987,35.42,No,DED041212473,Final,No,www.epa.gov/superfund/standardchlorine
181,DED000606079,Tybouts Corner Landfill,New Castle County,NEW CASTLE,Delaware,19720,3,Listing Date,9/8/1983,,No,DED000606079,Final,No,www.epa.gov/superfund/tyboutscorner
182,DC9170024310,Washington Navy Yard,Washington,DISTRICT OF COLUMBIA,District of Columbia,20374-0001,3,Listing Date,7/28/1998,48.57,Yes,DC9170024310,Final,No,www.epa.gov/superfund/washingtonnavyyard
183,FLD980221857,Agrico Chemical Co.,Pensacola,ESCAMBIA,Florida,32505,4,Listing Date,10/4/1989,44.98,No,FLD980221857,Final,No,www.epa.gov/superfund/agrico-chemical-company
184,FLD004145140,Airco Plating Co.,Miami,MIAMI-DADE,Florida,33142,4,Listing Date,2/21/1990,42.47,No,FLD004145140,Final,No,www.epa.gov/superfund/airco-plating-company
185,FLD012978862,Alaric Area Ground Water Plume,Tampa,HILLSBOROUGH,Florida,33619,4,Listing Date,12/1/2000,41.91,No,FLD012978862,Final,No,www.epa.gov/superfund/alaric-area-groundwater-plume
186,FLD008161994,American Creosote Works (Pensacola Plant),Pensacola,ESCAMBIA,Florida,32501,4,Listing Date,9/8/1983,58.41,No,FLD008161994,Final,No,www.epa.gov/superfund/american-creosote-works-pensacola
187,FLD981014368,"Anodyne, Inc.",North Miami Beach,MIAMI-DADE,Florida,33169,4,Listing Date,2/21/1990,31.03,No,FLD981014368,Final,No,www.epa.gov/superfund/anodyne-inc.
188,FLSFN0406909,Arkla Terra Property,Thonotosassa,HILLSBOROUGH,Florida,33592,4,Listing Date,4/9/2009,50.0,No,FLSFN0406909,Final,No,www.epa.gov/superfund/arkla-terra
189,FLD980709356,Cabot/Koppers,Gainesville,ALACHUA,Florida,32601,4,Listing Date,9/21/1984,36.69,No,FLD980709356,Final,No,www.epa.gov/superfund/cabot-koppers
190,FL5170022474,Cecil Field Naval Air Station,Jacksonville,DUVAL,Florida,32215,4,Listing Date,11/21/1989,31.99,Yes,FL5170022474,Final,No,www.epa.gov/superfund/cecil-field
191,FLD004064242,Chevron Chemical Co. (Ortho Division),Orlando,ORANGE,Florida,32804,4,Listing Date,5/31/1994,50.0,No,FLD004064242,Final,No,www.epa.gov/superfund/chevron-chemical-company
192,FLD055945653,"City Industries, Inc.",Orlando,ORANGE,Florida,32807,4,Listing Date,10/4/1989,32.0,No,FLD055945653,Final,No,www.epa.gov/superfund/city-industries-inc
193,FLD982130098,Continental Cleaners,Miami,MIAMI-DADE,Florida,33150,4,Listing Date,3/15/2012,50.0,No,FLD982130098,Final,No,www.epa.gov/superfund/continental-cleaners
194,FLD008168346,Escambia Wood - Pensacola,Pensacola,ESCAMBIA,Florida,32522,4,Listing Date,12/16/1994,50.0,No,FLD008168346,Final,No,www.epa.gov/superfund/escambia-wood-pensacola
195,FLD000623041,Fairfax St. Wood Treaters,Jacksonville,DUVAL,Florida,32209,4,Listing Date,9/18/2012,50.0,No,FLD000623041,Final,No,www.epa.gov/superfund/fairfax-st-wood-treaters
196,FLD083111005,Flash Cleaners,Pompano Beach,BROWARD,Florida,33064,4,Listing Date,9/3/2008,50.0,No,FLD083111005,Final,No,www.epa.gov/superfund/flash-cleaners
197,FLD984184127,Florida Petroleum Reprocessors,Fort Lauderdale,BROWARD,Florida,33314,4,Listing Date,3/6/1998,50.0,No,FLD984184127,Final,No,www.epa.gov/superfund/florida-petroleum-reprocessors
198,FLD050432251,Florida Steel Corp.,Indiantown,MARTIN,Florida,33956,4,Listing Date,9/8/1983,45.92,No,FLD050432251,Final,No,www.epa.gov/superfund/florida-steel-corp
199,FLR000091322,General Dynamics Longwood,Longwood,SEMINOLE,Florida,32750,4,Listing Date,9/29/2010,50.0,No,FLR000091322,Final,No,www.epa.gov/superfund/general-dynamics-longwood
200,FLD000602334,Harris Corp. (Palm Bay Plant),Palm Bay,BREVARD,Florida,32905,4,Listing Date,7/22/1987,35.57,No,FLD000602334,Final,No,www.epa.gov/superfund/harris-corporation-palm
201,FLD053502696,Helena Chemical Co. (Tampa Plant),Tampa,HILLSBOROUGH,Florida,33619,4,Listing Date,10/14/1992,30.19,No,FLD053502696,Final,No,www.epa.gov/superfund/helena-chemical-company
202,FLD004119681,Hollingsworth Solderless Terminal,Fort Lauderdale,BROWARD,Florida,33309,4,Listing Date,9/8/1983,44.53,No,FLD004119681,Final,No,www.epa.gov/superfund/hollingsworth-solderless-terminal
203,FL7570024037,Homestead Air Force Base,Homestead,MIAMI-DADE,Florida,33039-1299,4,Listing Date,8/30/1990,42.4,Yes,FL7570024037,Final,No,www.epa.gov/superfund/homestead-air-force-base
204,FL6170024412,Jacksonville Naval Air Station,Jacksonville,DUVAL,Florida,32212,4,Listing Date,11/21/1989,32.08,Yes,FL6170024412,Final,No,www.epa.gov/superfund/jacksonville-naval-air-station
205,FLN000410232,JJ Seifert Machine,Ruskin,HILLSBOROUGH,Florida,33570,4,Listing Date,3/4/2010,50.0,No,FLN000410232,Final,No,www.epa.gov/superfund/jj-seifert-machine
206,FLD039049101,Kerr-McGee Chemical Corp - Jacksonville,Jacksonville,DUVAL,Florida,32206,4,Listing Date,3/4/2010,70.71,No,FLD039049101,Final,No,www.epa.gov/superfund/kerr-mcgee-chemical-llc
207,FLD042110841,Landia Chemical Company,Lakeland,POLK,Florida,33815,4,Listing Date,5/11/2000,50.0,No,FLD042110841,Final,No,www.epa.gov/superfund/landia-chemical-company
208,FLD981019235,Madison County Sanitary Landfill,Madison,MADISON,Florida,32340,4,Listing Date,8/30/1990,37.93,No,FLD981019235,Final,No,www.epa.gov/superfund/madison-county-sanitary-landfill
209,FLD076027820,Miami Drum Services,Miami,MIAMI-DADE,Florida,33166,4,Listing Date,9/8/1983,53.56,No,FLD076027820,Final,No,www.epa.gov/superfund/miami-drum-services
210,FLD088787585,MRI Corp (Tampa),Tampa,HILLSBOROUGH,Florida,33619,4,Listing Date,12/23/1996,37.62,No,FLD088787585,Final,No,www.epa.gov/superfund/mri-corp-tampa
211,FLD004091807,Peak Oil Co./Bay Drum Co.,Tampa,HILLSBOROUGH,Florida,33619,4,Listing Date,6/10/1986,58.15,No,FLD004091807,Final,No,www.epa.gov/superfund/peak-oil-bay-drum
212,FL9170024567,Pensacola Naval Air Station,Pensacola,ESCAMBIA,Florida,32508,4,Listing Date,11/21/1989,42.4,Yes,FL9170024567,Final,No,www.epa.gov/superfund/naval-air-station-pensacola
213,FLD032544587,"Pepper Steel & Alloys, Inc.",Medley,MIAMI-DADE,Florida,33178-1135,4,Listing Date,9/21/1984,31.92,No,FLD032544587,Final,No,www.epa.gov/superfund/pepper-steel-and
214,FLD980798698,Petroleum Products Corp.,Pembroke Park,BROWARD,Florida,33024,4,Listing Date,7/22/1987,40.11,No,FLD980798698,Final,No,www.epa.gov/superfund/petroleum-products-corporation
215,FLD980556351,Pickettville Road Landfill,Jacksonville,DUVAL,Florida,32205,4,Listing Date,9/8/1983,42.94,No,FLD980556351,Final,No,www.epa.gov/superfund/picketville-road-landfill
216,FLD004054284,Piper Aircraft Corp./Vero Beach Water & Sewer Department,Vero Beach,INDIAN RIVER,Florida,32960,4,Listing Date,2/21/1990,31.13,No,FLD004054284,Final,No,www.epa.gov/superfund/piper-aircraft-corp
217,FLD004061925,Post and Lumber Preserving Co. Inc.,Quincy,GADSDEN,Florida,32351,4,Listing Date,8/3/2017,36.33,No,FLD004061925,Final,No,www.epa.gov/superfund/post-and-lumber-preserving
218,FLD984227249,Raleigh Street Dump,Tampa,HILLSBOROUGH,Florida,33619,4,Listing Date,4/9/2009,50.0,No,FLD984227249,Final,No,www.epa.gov/superfund/raleigh-street-dump
219,FLD000824896,Reeves Southeastern Galvanizing Corp.,Tampa,HILLSBOROUGH,Florida,33691-7721,4,Listing Date,9/8/1983,58.75,No,FLD000824896,Final,No,www.epa.gov/superfund/reeves-southeastern-galvanizing
220,FLD032728032,Sanford Dry Cleaners,Sanford,SEMINOLE,Florida,32771,4,Listing Date,9/29/2010,50.0,No,FLD032728032,Final,No,www.epa.gov/superfund/sanford-dry-cleaners
221,FLD980602882,Sapp Battery Salvage,Cottondale,JACKSON,Florida,32431,4,Listing Date,9/8/1983,47.7,No,FLD980602882,Final,No,www.epa.gov/superfund/sapp-battery-salvage
222,FLD043861392,Sherwood Medical Industries,Deland,VOLUSIA,Florida,32724,4,Listing Date,9/8/1983,39.83,No,FLD043861392,Final,No,www.epa.gov/superfund/sherwood-medical-industries
223,FLD045459526,Solitron Microwave,Port Salerno,MARTIN,Florida,34997,4,Listing Date,7/28/1998,50.0,No,FLD045459526,Final,No,www.epa.gov/superfund/solitron-microwave
224,FL0001209840,"Southern Solvents, Inc.",Tampa,HILLSBOROUGH,Florida,33605,4,Listing Date,7/27/2000,50.0,No,FL0001209840,Final,No,www.epa.gov/superfund/southern-solvents
225,FLD004092532,Stauffer Chemical Co (Tampa),Tampa,HILLSBOROUGH,Florida,33619,4,Listing Date,12/23/1996,59.81,No,FLD004092532,Final,No,www.epa.gov/superfund/stauffer-chemical-tampa
226,FLD010596013,Stauffer Chemical Co. (Tarpon Springs),Tarpon Springs,PINELLAS,Florida,34689,4,Listing Date,5/31/1994,50.0,No,FLD010596013,Final,No,www.epa.gov/superfund/stauffer-chemical-tarpon
227,FLD000648055,Sydney Mine Sludge Ponds,Brandon,HILLSBOROUGH,Florida,33594,4,Listing Date,10/4/1989,38.93,No,FLD000648055,Final,No,www.epa.gov/superfund/sydney-mine-sludge
228,FLD980494959,Taylor Road Landfill,Seffner,HILLSBOROUGH,Florida,33619,4,Listing Date,9/8/1983,51.37,No,FLD980494959,Final,No,www.epa.gov/superfund/taylor-road-landfill
229,FLD004065546,Tower Chemical Co.,Clermont,LAKE,Florida,34711,4,Listing Date,9/8/1983,44.03,No,FLD004065546,Final,No,www.epa.gov/superfund/tower-chemical-company
230,FLD091471904,"Trans Circuits, Inc.",Lake Park,PALM BEACH,Florida,33403,4,Listing Date,2/4/2000,50.0,No,FLD091471904,Final,No,www.epa.gov/superfund/trans-circuits-inc
231,FL1570024124,Tyndall Air Force Base,Panama City,BAY,Florida,32403,4,Listing Date,4/1/1997,50.0,Yes,FL1570024124,Final,No,www.epa.gov/superfund/tyndall-air-force-base
232,FLD098924038,"United Metals, Inc.",Marianna,JACKSON,Florida,32446,4,Listing Date,4/30/2003,33.73,No,FLD098924038,Final,No,www.epa.gov/superfund/united-metals-inc
233,FLD980602767,Whitehouse Oil Pits,Whitehouse,DUVAL,Florida,32220,4,Listing Date,9/8/1983,52.58,No,FLD980602767,Final,No,www.epa.gov/superfund/whitehouse-oil-pits
234,FL2170023244,Whiting Field Naval Air Station,Milton,SANTA ROSA,Florida,32570,4,Listing Date,5/31/1994,50.0,Yes,FL2170023244,Final,No,www.epa.gov/superfund/Whiting-field
235,FLD981021470,Wingate Road Municipal Incinerator Dump,Fort Lauderdale,BROWARD,Florida,33311,4,Listing Date,10/4/1989,31.72,No,FLD981021470,Final,No,www.epa.gov/superfund/wingate-road-municipal
236,FLD049985302,Zellwood Ground Water Contamination,Zellwood,ORANGE,Florida,32757,4,Listing Date,9/8/1983,51.91,No,FLD049985302,Final,No,www.epa.gov/superfund/zellwood-groundwater-contamination
237,GAD033582461,Alternate Energy Resources,Augusta,RICHMOND,Georgia,30904,4,Listing Date,4/19/2006,50.0,No,GAD033582461,Final,No,www.epa.gov/superfund/alternate-energy-resources
238,GAN000410033,Armstrong World Industries,Macon,BIBB,Georgia,31206,4,Listing Date,9/16/2011,50.0,No,GAN000410033,Final,No,www.epa.gov/superfund/armstrong-world-industries
239,GAD981024466,Brunswick Wood Preserving,Brunswick,GLYNN,Georgia,31520,4,Listing Date,4/1/1997,54.49,No,GAD981024466,Final,No,www.epa.gov/superfund/brunswick-wood-preserving
240,GAD008212409,Camilla Wood Preserving Company,Camilla,MITCHELL,Georgia,31730,4,Listing Date,7/28/1998,50.0,No,GAD008212409,Final,No,www.epa.gov/superfund/camilla-wood-preserving
241,GAD990741092,Diamond Shamrock Corp. Landfill,Cedartown,POLK,Georgia,30125,4,Listing Date,8/30/1990,35.6,No,GAD990741092,Final,No,www.epa.gov/superfund/diamond-shamrock-corporation
242,GAD990855074,Firestone Tire & Rubber Co. (Albany Plant),Albany,DOUGHERTY,Georgia,31701,4,Listing Date,10/4/1989,30.08,No,GAD990855074,Final,No,www.epa.gov/superfund/firestone-tire-and
243,GAD980556906,Hercules 009 Landfill,Brunswick,GLYNN,Georgia,31521,4,Listing Date,9/21/1984,52.58,No,GAD980556906,Final,No,www.epa.gov/superfund/hercules-landfill-landfill
244,GAD099303182,LCP Chemicals Georgia,Brunswick,GLYNN,Georgia,31520,4,Listing Date,6/17/1996,,No,GAD099303182,Final,No,www.epa.gov/superfund/lcp-chemicals-georgia
245,GAD003302676,Macon Naval Ordnance Plant,Macon,BIBB,Georgia,31206,4,Listing Date,5/24/2013,48.97,No,GAD003302676,Final,No,www.epa.gov/superfund/macon-naval-ordnance-plant
246,GA7170023694,Marine Corps Logistics Base,Albany,DOUGHERTY,Georgia,31704,4,Listing Date,11/21/1989,44.65,Yes,GA7170023694,Final,No,www.epa.gov/superfund/marine-corps-logistics-base-albany
247,GAD991275686,Marzone Inc./Chevron Chemical Co.,Tifton,TIFT,Georgia,31794,4,Listing Date,10/4/1989,30.26,No,GAD991275686,Final,No,www.epa.gov/superfund/marzone-inc-chevron
248,GAD980838619,Mathis Brothers Landfill (South Marble Top Road),Kensington,WALKER,Georgia,30728,4,Listing Date,3/31/1989,30.78,No,GAD980838619,Final,No,www.epa.gov/superfund/mathis-brothers-landfill
249,GAN000407449,Peach Orchard Road PCE Ground Water Plume,Augusta,RICHMOND,Georgia,30906,4,Listing Date,9/14/2005,50.0,No,GAN000407449,Final,No,www.epa.gov/superfund/peach-orchard-road-pce-plume
250,GA1570024330,Robins Air Force Base (Landfill #4/Sludge Lagoon),Houston County,HOUSTON,Georgia,31098,4,Listing Date,7/22/1987,51.66,Yes,GA1570024330,Final,No,www.epa.gov/superfund/robins-air-force
251,GAD042101261,T.H. Agriculture & Nutrition Co. (Albany Plant),Albany,DOUGHERTY,Georgia,31707,4,Listing Date,3/31/1989,40.93,No,GAD042101261,Final,No,www.epa.gov/superfund/t-h-agriculture
252,GAD003269578,"Woolfolk Chemical Works, Inc.",Fort Valley,PEACH,Georgia,31030,4,Listing Date,8/30/1990,42.24,No,GAD003269578,Final,No,www.epa.gov/superfund/woolfolk-chemical-works
253,GU6571999519,Andersen Air Force Base,Yigo,GUAM,Guam,96929,9,Listing Date,10/14/1992,50.0,Yes,GU6571999519,Final,No,www.epa.gov/superfund/andersenafb
254,GUD980637649,Ordot Landfill,Ordot,GUAM,Guam,96910,9,Listing Date,9/8/1983,,No,GUD980637649,Final,No,www.epa.gov/superfund/ordot
255,HID980637631,Del Monte Corp. (Oahu Plantation),Honolulu County,HONOLULU,Hawaii,96759,9,Listing Date,12/16/1994,50.0,No,HID980637631,Final,No,www.epa.gov/superfund/delmonte
256,HI0170090054,Naval Computer and Telecommunications Area Master Station Eastern Pacific,Oahu,HONOLULU,Hawaii,96786,9,Listing Date,5/31/1994,50.0,Yes,HI0170090054,Final,No,www.epa.gov/superfund/navalcomputer
